source_path;source_file;source_bucket;Magic;error_message;error_code;error_class;missing_magic_column;missing_magic_column_file
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577267470;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577267470;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577267470;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577257509;MAIL_SEND-647: requested history data is in update state! ERROR-4066;4066;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577267470;MAIL_SEND-702: function is not confirmed! ERROR-4060;4060;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577261067;MAIL_SEND-647: requested history data is in update state! ERROR-4066;4066;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577291768;MAIL_SEND-702: function is not confirmed! ERROR-4060;4060;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577291768;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577291768;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577314548;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577314548;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577314548;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577267470;MAIL_SEND-647: requested history data is in update state! ERROR-4066;4066;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577314548;MAIL_SEND-702: function is not confirmed! ERROR-4060;4060;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577342573;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577342573;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577342573;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577291768;MAIL_SEND-647: requested history data is in update state! ERROR-4066;4066;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577342573;MAIL_SEND-702: function is not confirmed! ERROR-4060;4060;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577342573;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577362013;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577362013;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577362013;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577322975;MAIL_SEND-647: requested history data is in update state! ERROR-4066;4066;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577362013;MAIL_SEND-702: function is not confirmed! ERROR-4060;4060;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577342573;MLP_Close Ticket=1577342573: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577342573;MLP_Close Ticket=1577342573: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577342573;MLP_Close Ticket=1577342573: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577382725;MLP_OpenMarketOrder: market is closed! ERROR-132;132;MARKET_CLOSED;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577342573;MAIL_SEND-647: requested history data is in update state! ERROR-4066;4066;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577382725;MAIL_SEND-702: function is not confirmed! ERROR-4060;4060;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577353858;MLP_Close Ticket=1577353858: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577353858;MLP_Close Ticket=1577353858: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577353858;MLP_Close Ticket=1577353858: requote! ERROR-138;138;REQUOTE;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577362013;MAIL_SEND-647: requested history data is in update state! ERROR-4066;4066;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577398457;MAIL_SEND-702: function is not confirmed! ERROR-4060;4060;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577398457;MAIL_SEND-647: requested history data is in update state! ERROR-4066;4066;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1577398457;MAIL_SEND-702: function is not confirmed! ERROR-4060;4060;OTHER;False;
MT/MQL4/Files/ERROR_SoSimple_517154336.csv;ERROR_SoSimple_517154336.csv;mt4_files;1575743811;MLP_OpenMarketOrder: requote! ERROR-138;138;REQUOTE;False;
