profile,model_key,seed,target_family,split,year,horizon,spearman,top10_lift,top_n,rest_n
time_only_clean,hist_gradient_boosting,42,entry_movement,val_eval,2025,6,0.18898490414984087,1.2657256325327584,269,2418
time_only_clean,hist_gradient_boosting,43,entry_movement,val_select,2021,6,0.49938410871147004,1.7836279455318762,269,2417
time_only_clean,hist_gradient_boosting,43,entry_movement,val_select,2022,6,0.46910292945947946,1.5267483784896212,252,2267
time_only_clean,hist_gradient_boosting,43,entry_movement,val_select,2023,6,0.5369601010264222,1.8350799825644266,145,1298
time_only_clean,hist_gradient_boosting,43,entry_movement,val_eval,2023,6,0.4976545951757813,1.6096744014442763,124,1112
time_only_clean,hist_gradient_boosting,43,entry_movement,val_eval,2024,6,0.3942088499694294,1.62680828512819,273,2450
time_only_clean,hist_gradient_boosting,43,entry_movement,val_eval,2025,6,0.187631197856025,1.278611904563674,269,2418
time_only_clean,hist_gradient_boosting,44,entry_movement,val_select,2021,6,0.49957607122450276,1.8127281494928866,269,2417
time_only_clean,hist_gradient_boosting,44,entry_movement,val_select,2022,6,0.4704347859346584,1.583687410265495,252,2267
time_only_clean,hist_gradient_boosting,44,entry_movement,val_select,2023,6,0.534651714551401,1.843791622308858,145,1298
time_only_clean,hist_gradient_boosting,44,entry_movement,val_eval,2023,6,0.4978553901455725,1.6481458244990805,124,1112
time_only_clean,hist_gradient_boosting,44,entry_movement,val_eval,2024,6,0.3924331733779373,1.6348003495971226,273,2450
time_only_clean,hist_gradient_boosting,44,entry_movement,val_eval,2025,6,0.18549728397999266,1.260980869348767,269,2418
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2021,12,0.44452902560033397,1.4996475849477633,269,2417
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2022,12,0.3555472336480838,1.2578536416830273,252,2267
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2023,12,0.4601705309453917,1.5421116458166577,145,1298
time_only_clean,hist_gradient_boosting,42,entry_movement,val_eval,2023,12,0.43506688968548096,1.352530874428405,124,1112
time_only_clean,hist_gradient_boosting,42,entry_movement,val_eval,2024,12,0.33115341054241115,1.3428369025985922,273,2450
time_only_clean,hist_gradient_boosting,42,entry_movement,val_eval,2025,12,0.13417271783220144,1.076278790819968,269,2418
time_only_clean,hist_gradient_boosting,43,entry_movement,val_select,2021,12,0.44182666780092017,1.4599593017840777,269,2417
time_only_clean,hist_gradient_boosting,43,entry_movement,val_select,2022,12,0.3582823598348609,1.2497357041490866,252,2267
time_only_clean,hist_gradient_boosting,43,entry_movement,val_select,2023,12,0.45593208303367233,1.5286008361692,145,1298
time_only_clean,hist_gradient_boosting,43,entry_movement,val_eval,2023,12,0.430142032913506,1.3676101552737177,124,1112
time_only_clean,hist_gradient_boosting,43,entry_movement,val_eval,2024,12,0.3310804649767561,1.326235969831505,273,2450
time_only_clean,hist_gradient_boosting,43,entry_movement,val_eval,2025,12,0.13235340964650863,1.070351023930545,269,2418
time_only_clean,hist_gradient_boosting,44,entry_movement,val_select,2021,12,0.44217921253483006,1.4767457944077056,269,2417
time_only_clean,hist_gradient_boosting,44,entry_movement,val_select,2022,12,0.3609751029476332,1.2429463674686676,252,2267
time_only_clean,hist_gradient_boosting,44,entry_movement,val_select,2023,12,0.45961332779938985,1.5397991311504537,145,1298
time_only_clean,hist_gradient_boosting,44,entry_movement,val_eval,2023,12,0.434136115512246,1.3889391222526377,124,1112
time_only_clean,hist_gradient_boosting,44,entry_movement,val_eval,2024,12,0.33303911514408024,1.321863280326158,273,2450
time_only_clean,hist_gradient_boosting,44,entry_movement,val_eval,2025,12,0.13329154434950397,1.071916377348483,269,2418
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2021,24,0.16873261437123788,1.1995234732188984,269,2417
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2022,24,0.11852981233825849,1.1443936906662957,252,2267
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2023,24,0.16515831419388927,1.1039282050632429,145,1298
