profile,model_key,seed,horizon,target_family,split,top_frac,top_n,rest_n,top_mean,rest_mean,lift,lift_ci_p05,lift_ci_p50,lift_ci_p95
atr_only,hist_gradient_boosting,44,12,entry_movement,val_eval,0.1,665.0,5981.0,27.036932330827074,23.195249958200975,1.1656236677573644,1.0375377284986385,1.1617834956021174,1.2927626939243426
atr_only,hist_gradient_boosting,44,12,entry_movement,val_eval,0.2,1330.0,5316.0,25.571879699248125,23.081217080511667,1.1079086345424747,1.0137600511815055,1.129107819167153,1.243743013632841
atr_only,hist_gradient_boosting,44,12,entry_movement,low_n_disclosure,0.05,59.0,1103.0,52.91966101694914,85.43342701722572,0.6194257079992715,0.6269815581040359,0.9396649993973667,1.9247340248509524
atr_only,hist_gradient_boosting,44,12,entry_movement,low_n_disclosure,0.1,117.0,1045.0,52.47743589743591,87.28753110047847,0.6012019727883935,0.643374100884221,0.9552880806675249,1.4882254256595397
atr_only,hist_gradient_boosting,44,12,entry_movement,low_n_disclosure,0.2,233.0,929.0,55.34321888412016,90.91534983853605,0.6087334975051922,0.6871000650235204,0.9962357759989173,1.4404049368014111
atr_only,hist_gradient_boosting,42,24,entry_movement,val_select,0.05,333.0,6315.0,27.39414414414415,19.702517814726846,1.390387990090694,1.2482524741524008,1.3818322723428507,1.5314075820472757
atr_only,hist_gradient_boosting,42,24,entry_movement,val_select,0.1,665.0,5983.0,25.935473684210532,19.43783386261073,1.334277979096128,1.2352339490718591,1.3305837640119353,1.450705102960533
atr_only,hist_gradient_boosting,42,24,entry_movement,val_select,0.2,1330.0,5318.0,23.812624060150377,19.1562354268522,1.2430743060701321,1.1499277893870155,1.2421427351184349,1.328415068700087
atr_only,hist_gradient_boosting,42,24,entry_movement,val_eval,0.05,333.0,6313.0,34.4041741741742,34.36233328053224,1.0012176383163616,0.8710437211221951,1.0047997119641403,1.2111524423070237
atr_only,hist_gradient_boosting,42,24,entry_movement,val_eval,0.1,665.0,5981.0,38.66968421052633,33.88574820264171,1.1411784086712793,1.010510659619807,1.1271357145240257,1.286912616197908
atr_only,hist_gradient_boosting,42,24,entry_movement,val_eval,0.2,1330.0,5316.0,38.91852631578948,33.2250489089541,1.1713609940029612,1.0250859186840362,1.1944405787558896,1.4296358621007785
atr_only,hist_gradient_boosting,42,24,entry_movement,low_n_disclosure,0.05,59.0,1103.0,82.62864406779664,123.2863916591115,0.6702170690197985,0.6168228952526087,0.9469552399787268,1.917953324175113
atr_only,hist_gradient_boosting,42,24,entry_movement,low_n_disclosure,0.1,117.0,1045.0,76.37752136752137,126.24288038277508,0.6050045843055917,0.6376381484297182,0.9826159769718638,1.5010297174114904
atr_only,hist_gradient_boosting,42,24,entry_movement,low_n_disclosure,0.2,233.0,929.0,80.78596566523603,131.36367061356296,0.6149795090827425,0.6938378716386584,0.9985333724490181,1.4517632081951466
atr_only,hist_gradient_boosting,43,24,entry_movement,val_select,0.05,333.0,6315.0,27.454684684684697,19.69932541567696,1.3936865402931986,1.2442392667794435,1.37985151542228,1.5418148529278088
atr_only,hist_gradient_boosting,43,24,entry_movement,val_select,0.1,665.0,5983.0,26.06559398496241,19.42337121845228,1.3419706441176384,1.2366047966333287,1.3230891310809203,1.4359165385577748
atr_only,hist_gradient_boosting,43,24,entry_movement,val_select,0.2,1330.0,5318.0,23.65733082706767,19.195073335840544,1.232468895177145,1.1529363999159818,1.2492500459345275,1.3449005882453615
atr_only,hist_gradient_boosting,43,24,entry_movement,val_eval,0.05,333.0,6313.0,34.92693693693695,34.33475843497545,1.0172472016392073,0.9133756163562251,1.0700327995489647,1.313201916971237
atr_only,hist_gradient_boosting,43,24,entry_movement,val_eval,0.1,665.0,5981.0,38.85499248120302,33.865144624644714,1.1473446492511665,0.9997886867218109,1.128555783179979,1.28367771685625
atr_only,hist_gradient_boosting,43,24,entry_movement,val_eval,0.2,1330.0,5316.0,42.48584962406016,32.332547027840484,1.3140273046684816,1.1437663928271986,1.3645839382079434,1.6406753511948093
atr_only,hist_gradient_boosting,43,24,entry_movement,low_n_disclosure,0.05,59.0,1103.0,82.62864406779664,123.2863916591115,0.6702170690197985,0.6168228952526087,0.9469552399787268,1.917953324175113
atr_only,hist_gradient_boosting,43,24,entry_movement,low_n_disclosure,0.1,117.0,1045.0,76.37752136752137,126.24288038277508,0.6050045843055917,0.6376381484297182,0.9826159769718638,1.5010297174114904
atr_only,hist_gradient_boosting,43,24,entry_movement,low_n_disclosure,0.2,233.0,929.0,80.78596566523603,131.36367061356296,0.6149795090827425,0.6938378716386584,0.9985333724490181,1.4517632081951466
atr_only,hist_gradient_boosting,44,24,entry_movement,val_select,0.05,333.0,6315.0,27.37198198198199,19.7036864608076,1.389180752364656,1.2478815776198402,1.3795184209549203,1.5394315835717887
