split,time,target_direction_3,target_is_tie_3,target_up_3,target_dn_3
train,2011.09.12 17:00,-1,False,3.150000000000091,27.460000000000036
train,2011.09.12 22:00,1,False,9.539999999999964,1.349999999999909
train,2011.09.13 05:00,1,False,6.709999999999809,5.080000000000155
train,2011.09.13 08:00,-1,False,8.259999999999991,29.680000000000064
train,2011.09.13 10:00,-1,False,1.509999999999991,24.069999999999936
train,2011.09.13 12:00,1,False,21.710000000000036,3.4500000000000455
train,2011.09.13 16:00,-1,False,6.180000000000064,12.849999999999909
train,2011.09.13 18:00,1,False,22.1099999999999,2.160000000000082
train,2011.09.14 05:00,-1,False,2.4600000000000364,9.759999999999991
train,2011.09.14 10:00,1,False,8.759999999999991,1.3299999999999272
train,2011.09.14 12:00,-1,False,2.730000000000018,16.569999999999936
train,2011.09.14 15:00,-1,False,1.740000000000009,11.740000000000009
train,2011.09.14 17:00,-1,False,0.6800000000000637,13.189999999999827
train,2011.09.14 19:00,1,False,8.759999999999991,7.259999999999991
train,2011.09.14 20:00,-1,False,1.199999999999818,13.240000000000009
train,2011.09.15 05:00,-1,False,0.7999999999999545,13.100000000000136
train,2011.09.15 09:00,-1,False,4.309999999999945,7.339999999999918
train,2011.09.15 10:00,-1,False,5.569999999999936,11.569999999999936
train,2011.09.15 11:00,-1,False,0.8899999999998727,17.00999999999999
train,2011.09.15 13:00,-1,False,4.920000000000073,22.669999999999845
train,2011.09.15 16:00,-1,False,1.849999999999909,14.340000000000146
train,2011.09.15 19:00,1,False,10.389999999999873,4.870000000000118
train,2011.09.15 20:00,1,False,10.189999999999827,0.9500000000000455
train,2011.09.15 21:00,1,False,6.529999999999973,0.14999999999986358
train,2011.09.15 23:00,-1,False,3.0499999999999545,13.049999999999955
train,2011.09.16 02:00,-1,False,0.0,20.019999999999982
train,2011.09.16 04:00,-1,False,1.9100000000000819,12.799999999999955
train,2011.09.16 07:00,1,False,14.009999999999991,3.0800000000001546
train,2011.09.16 09:00,1,False,14.88000000000011,0.4499999999998181
train,2011.09.16 10:00,1,False,11.61999999999989,4.7000000000000455
train,2011.09.16 11:00,1,False,11.799999999999955,4.5
train,2011.09.16 14:00,1,False,14.070000000000164,5.619999999999891
train,2011.09.16 16:00,1,False,31.820000000000164,0.049999999999954525
train,2011.09.16 16:00,1,False,31.820000000000164,0.049999999999954525
train,2011.09.16 20:00,1,False,19.0,4.029999999999973
train,2011.09.19 02:00,-1,False,0.75,9.730000000000018
train,2011.09.19 04:00,1,False,8.059999999999945,0.9900000000000091
train,2011.09.19 05:00,-1,False,1.3500000000001364,7.699999999999818
train,2011.09.19 07:00,1,False,5.089999999999918,3.790000000000191
train,2011.09.19 08:00,-1,False,5.779999999999973,8.830000000000155
train,2011.09.19 11:00,1,False,7.769999999999982,1.8299999999999272
train,2011.09.19 12:00,-1,False,4.9699999999998,8.350000000000136
train,2011.09.19 14:00,-1,False,2.7000000000000455,40.180000000000064
train,2011.09.19 18:00,-1,False,2.3899999999998727,12.760000000000218
train,2011.09.19 21:00,1,False,8.86999999999989,0.5700000000001637
train,2011.09.20 02:00,-1,False,4.480000000000018,4.569999999999936
train,2011.09.20 04:00,-1,False,2.009999999999991,3.5900000000001455
train,2011.09.20 05:00,-1,False,0.7699999999999818,12.0
train,2011.09.20 06:00,-1,False,0.15999999999985448,12.539999999999964
train,2011.09.20 09:00,1,False,14.319999999999936,0.12999999999988177
train,2011.09.20 12:00,-1,False,1.1699999999998454,9.900000000000091
train,2011.09.20 14:00,-1,False,15.700000000000045,17.420000000000073
train,2011.09.20 16:00,1,False,19.00999999999999,0.0
train,2011.09.20 17:00,-1,False,5.669999999999845,7.9500000000000455
train,2011.09.20 19:00,1,False,5.120000000000118,3.589999999999918
train,2011.09.21 05:00,1,False,12.940000000000055,0.0
train,2011.09.21 08:00,-1,False,5.559999999999945,7.619999999999891
train,2011.09.21 09:00,-1,False,3.1599999999998545,10.019999999999982
train,2011.09.21 11:00,1,False,7.009999999999991,4.309999999999945
train,2011.09.21 12:00,-1,False,0.7400000000000091,23.1099999999999
train,2011.09.21 16:00,1,False,16.25,7.7999999999999545
train,2011.09.21 18:00,-1,False,13.240000000000009,23.0
train,2011.09.22 06:00,-1,False,3.7000000000000455,9.990000000000009
train,2011.09.22 08:00,-1,False,1.4400000000000546,16.170000000000073
train,2011.09.22 10:00,-1,False,1.5,23.09999999999991
train,2011.09.22 12:00,-1,False,0.7200000000000273,35.569999999999936
train,2011.09.22 18:00,1,False,13.160000000000082,5.309999999999945
train,2011.09.22 20:00,1,False,11.840000000000146,9.649999999999864
train,2011.09.22 21:00,-1,False,4.610000000000127,12.149999999999864
train,2011.09.22 23:00,1,False,7.519999999999982,0.8800000000001091
